"","Order.Date","date.var","Year","Month","Ship.Mode","Customer.Name","Segment","City","State","Category","Sub.Category","Sales"
"7026",2018-02-06,6,"2018","Feb","Standard Class","Sibella Parks","Corporate","New York City","New York","Technology","Phones",227.46
"7027",2018-02-06,6,"2018","Feb","Standard Class","Sibella Parks","Corporate","New York City","New York","Office Supplies","Binders",46.24
"7028",2018-01-29,7,"2018","Feb","Standard Class","Rob Dowd","Consumer","New York City","New York","Office Supplies","Labels",5.22
"7029",2017-12-20,3,"2017","Dec","Second Class","Matt Collins","Consumer","Fremont","Nebraska","Office Supplies","Paper",33.9
"7030",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Office Supplies","Storage",28.14
"7031",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Technology","Accessories",36
"7032",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Office Supplies","Art",92.94
"7033",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Furniture","Chairs",245.646
"7034",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Office Supplies","Binders",55.008
"7035",2017-11-11,5,"2017","Nov","Standard Class","Edward Becker","Corporate","New York City","New York","Office Supplies","Binders",35.232
"7036",2018-11-09,4,"2018","Nov","Standard Class","Jim Epp","Corporate","San Diego","California","Furniture","Chairs",523.392
"7037",2015-05-02,2,"2015","May","Second Class","Cari Schnelling","Consumer","Lakeland","Florida","Technology","Copiers",479.984
"7038",2018-09-22,5,"2018","Sep","Standard Class","Peter Bühler","Consumer","Smyrna","Georgia","Office Supplies","Paper",12.96
"7039",2018-09-22,5,"2018","Sep","Standard Class","Peter Bühler","Consumer","Smyrna","Georgia","Office Supplies","Art",17.94
"7040",2018-12-17,6,"2018","Dec","Standard Class","Annie Thurman","Consumer","New York City","New York","Office Supplies","Storage",166.72
"7041",2018-12-17,6,"2018","Dec","Standard Class","Annie Thurman","Consumer","New York City","New York","Office Supplies","Binders",24.816
"7042",2018-12-17,6,"2018","Dec","Standard Class","Annie Thurman","Consumer","New York City","New York","Furniture","Furnishings",124.36
"7043",2018-07-18,5,"2018","Jul","Standard Class","Seth Vernon","Consumer","Philadelphia","Pennsylvania","Technology","Copiers",599.97
"7044",2018-07-18,5,"2018","Jul","Standard Class","Seth Vernon","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",198.744
"7045",2018-07-18,5,"2018","Jul","Standard Class","Seth Vernon","Consumer","Philadelphia","Pennsylvania","Office Supplies","Supplies",9.184
"7046",2017-11-03,6,"2017","Nov","Standard Class","Patrick Jones","Corporate","Dallas","Texas","Office Supplies","Paper",9.248
"7047",2015-04-08,4,"2015","Apr","Standard Class","Nathan Mautz","Home Office","Concord","California","Furniture","Tables",99.592
"7048",2015-04-08,4,"2015","Apr","Standard Class","Nathan Mautz","Home Office","Concord","California","Technology","Accessories",399.96
"7049",2017-08-14,2,"2017","Aug","First Class","Toby Ritter","Consumer","Nashville","Tennessee","Office Supplies","Paper",15.552
"7050",2015-09-25,5,"2015","Sep","Standard Class","Barry Franz","Home Office","Aurora","Colorado","Office Supplies","Art",14.576
"7051",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Binders",209.6
"7052",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Art",23.32
"7053",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Paper",30.98
"7054",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Technology","Accessories",119.96
"7055",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Furniture","Chairs",363.92
"7056",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Binders",35.808
"7057",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Binders",122.688
"7058",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Furniture","Tables",892.136
"7059",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Storage",50.22
"7060",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Appliances",83.42
"7061",2017-12-11,0,"2017","Dec","Same Day","William Brown","Consumer","Anaheim","California","Office Supplies","Binders",5.872
"7062",2016-02-03,2,"2016","Feb","Second Class","Ken Heidel","Corporate","Pleasant Grove","Utah","Office Supplies","Binders",12.144
"7063",2017-12-29,2,"2017","Dec","Second Class","Ken Lonsdale","Consumer","Springfield","Oregon","Office Supplies","Envelopes",27.792
"7064",2018-08-31,5,"2018","Sep","Standard Class","Michael Granlund","Home Office","Salem","Oregon","Office Supplies","Supplies",6.208
"7065",2018-02-04,5,"2018","Feb","Standard Class","Jay Fein","Consumer","Rochester","New York","Office Supplies","Appliances",32.67
"7066",2015-12-06,2,"2015","Dec","First Class","Roland Schwarz","Corporate","Los Angeles","California","Office Supplies","Storage",1261.33
"7067",2017-05-30,4,"2017","Jun","Standard Class","Nancy Lomonaco","Home Office","Los Angeles","California","Office Supplies","Paper",38.88
"7068",2017-05-21,5,"2017","May","Standard Class","Alejandro Savely","Corporate","Dallas","Texas","Office Supplies","Binders",1.964
"7069",2017-05-21,5,"2017","May","Standard Class","Alejandro Savely","Corporate","Dallas","Texas","Office Supplies","Paper",82.656
"7070",2015-08-09,5,"2015","Aug","Standard Class","Gene McClure","Consumer","Fresno","California","Office Supplies","Paper",5.98
"7071",2017-09-05,5,"2017","Sep","Second Class","Stephanie Ulpright","Home Office","Chicago","Illinois","Office Supplies","Paper",9.248
"7072",2017-07-23,5,"2017","Jul","Standard Class","Chloris Kastensmidt","Consumer","Mcallen","Texas","Office Supplies","Art",4.448
"7073",2017-07-23,5,"2017","Jul","Standard Class","Chloris Kastensmidt","Consumer","Mcallen","Texas","Office Supplies","Paper",5.184
"7074",2017-07-23,5,"2017","Jul","Standard Class","Chloris Kastensmidt","Consumer","Mcallen","Texas","Office Supplies","Art",175.92
"7075",2017-07-23,5,"2017","Jul","Standard Class","Chloris Kastensmidt","Consumer","Mcallen","Texas","Office Supplies","Binders",4.752
"7076",2017-07-23,5,"2017","Jul","Standard Class","Chloris Kastensmidt","Consumer","Mcallen","Texas","Office Supplies","Supplies",13.344
"7077",2017-05-12,5,"2017","May","Standard Class","Jill Matthias","Consumer","Seattle","Washington","Office Supplies","Envelopes",54.9
"7078",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Office Supplies","Binders",22.911
"7079",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Office Supplies","Appliances",309.456
"7080",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Office Supplies","Art",19.456
"7081",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Furniture","Tables",472.518
"7082",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Technology","Accessories",1012.68
"7083",2017-09-02,4,"2017","Sep","Standard Class","Joe Elijah","Consumer","Charlotte","North Carolina","Office Supplies","Binders",17.22
"7084",2018-07-21,4,"2018","Jul","Second Class","Anthony Rawles","Corporate","Concord","California","Office Supplies","Art",3.52
"7085",2018-07-21,4,"2018","Jul","Second Class","Anthony Rawles","Corporate","Concord","California","Technology","Phones",1626.192
"7086",2018-09-25,3,"2018","Sep","First Class","Adam Hart","Corporate","Chester","Pennsylvania","Office Supplies","Binders",8.595
"7087",2018-09-25,3,"2018","Sep","First Class","Adam Hart","Corporate","Chester","Pennsylvania","Office Supplies","Supplies",190.896
"7088",2018-08-03,3,"2018","Aug","Second Class","George Ashbrook","Consumer","Los Angeles","California","Office Supplies","Storage",99.87
"7089",2016-10-25,2,"2016","Oct","Second Class","Jennifer Ferguson","Consumer","Sparks","Nevada","Office Supplies","Art",79.36
"7090",2018-06-15,4,"2018","Jun","Second Class","Kristen Hastings","Corporate","Los Angeles","California","Technology","Phones",119.96
"7091",2016-01-09,4,"2016","Jan","Standard Class","Craig Carroll","Consumer","Henderson","Kentucky","Office Supplies","Paper",106.32
"7092",2016-01-09,4,"2016","Jan","Standard Class","Craig Carroll","Consumer","Henderson","Kentucky","Office Supplies","Appliances",163.44
"7093",2016-01-09,4,"2016","Jan","Standard Class","Craig Carroll","Consumer","Henderson","Kentucky","Office Supplies","Art",42.76
"7094",2016-01-09,4,"2016","Jan","Standard Class","Craig Carroll","Consumer","Henderson","Kentucky","Office Supplies","Paper",51.55
"7095",2016-02-09,4,"2016","Feb","Second Class","Jill Fjeld","Consumer","Decatur","Illinois","Technology","Accessories",479.952
"7096",2017-08-19,1,"2017","Aug","First Class","Resi Pölking","Consumer","New York City","New York","Office Supplies","Binders",146.688
"7097",2017-08-19,1,"2017","Aug","First Class","Resi Pölking","Consumer","New York City","New York","Office Supplies","Binders",276.784
"7098",2017-08-19,1,"2017","Aug","First Class","Resi Pölking","Consumer","New York City","New York","Office Supplies","Binders",25.32
"7099",2018-11-06,4,"2018","Nov","Standard Class","Carol Darley","Consumer","New York City","New York","Office Supplies","Paper",318.96
"7100",2016-12-26,4,"2016","Dec","Second Class","David Flashing","Consumer","New York City","New York","Office Supplies","Paper",212.64
"7101",2015-11-23,5,"2015","Nov","Standard Class","Sally Matthias","Consumer","Scottsdale","Arizona","Office Supplies","Envelopes",23.472
"7102",2017-08-01,4,"2017","Aug","Second Class","Susan Gilcrest","Corporate","Amarillo","Texas","Office Supplies","Paper",19.648
"7103",2015-09-21,3,"2015","Sep","First Class","Larry Hughes","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",6.57
"7104",2018-09-04,4,"2018","Sep","Standard Class","Eva Jacobs","Consumer","Santa Ana","California","Office Supplies","Storage",421.1
"7105",2018-06-19,2,"2018","Jun","Second Class","Katharine Harms","Corporate","Newark","Ohio","Furniture","Chairs",760.116
"7106",2018-06-19,2,"2018","Jun","Second Class","Katharine Harms","Corporate","Newark","Ohio","Furniture","Furnishings",38.784
"7107",2018-06-19,2,"2018","Jun","Second Class","Katharine Harms","Corporate","Newark","Ohio","Technology","Accessories",122.328
"7108",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Technology","Phones",25.98
"7109",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Art",3.28
"7110",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Storage",459.88
"7111",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Supplies",7.76
"7112",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Art",71.96
"7113",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Supplies",54.9
"7114",2017-04-19,7,"2017","Apr","Standard Class","Kunst Miller","Consumer","New York City","New York","Office Supplies","Binders",9.28
"7115",2017-05-05,1,"2017","May","First Class","Lindsay Williams","Corporate","Henderson","Nevada","Furniture","Tables",1685.88
"7116",2017-05-05,1,"2017","May","First Class","Lindsay Williams","Corporate","Henderson","Nevada","Office Supplies","Binders",5.728
"7117",2015-10-18,5,"2015","Oct","Second Class","Ivan Gibson","Consumer","Seattle","Washington","Office Supplies","Paper",61.96
"7118",2015-10-18,5,"2015","Oct","Second Class","Ivan Gibson","Consumer","Seattle","Washington","Office Supplies","Binders",1.344
"7119",2018-02-13,4,"2018","Feb","Standard Class","Jennifer Patt","Corporate","New York City","New York","Office Supplies","Paper",17.94
"7120",2018-11-17,7,"2018","Nov","Standard Class","Greg Guthrie","Corporate","Seattle","Washington","Office Supplies","Binders",13.904
"7121",2015-01-20,6,"2015","Jan","Standard Class","Muhammed MacIntyre","Corporate","Smyrna","Tennessee","Office Supplies","Binders",67.194
"7122",2018-12-01,7,"2018","Dec","Standard Class","Sean O'Donnell","Consumer","Seattle","Washington","Office Supplies","Paper",41.86
"7123",2018-12-01,7,"2018","Dec","Standard Class","Sean O'Donnell","Consumer","Seattle","Washington","Furniture","Bookcases",141.96
"7124",2016-08-09,7,"2016","Aug","Standard Class","Monica Federle","Corporate","New York City","New York","Furniture","Furnishings",10.02
"7125",2016-08-09,7,"2016","Aug","Standard Class","Monica Federle","Corporate","New York City","New York","Office Supplies","Paper",144.12
"7126",2017-09-27,2,"2017","Sep","Second Class","James Galang","Consumer","Atlanta","Georgia","Office Supplies","Paper",17.94
"7127",2017-09-27,2,"2017","Sep","Second Class","James Galang","Consumer","Atlanta","Georgia","Office Supplies","Art",13.89
"7128",2017-11-14,6,"2017","Nov","Standard Class","Justin MacKendrick","Consumer","Newark","Delaware","Office Supplies","Paper",16.45
"7129",2017-11-14,6,"2017","Nov","Standard Class","Justin MacKendrick","Consumer","Newark","Delaware","Furniture","Furnishings",19.92
"7130",2017-04-16,6,"2017","Apr","Standard Class","Pete Kriz","Consumer","Nashville","Tennessee","Technology","Accessories",35.168
"7131",2017-04-16,6,"2017","Apr","Standard Class","Pete Kriz","Consumer","Nashville","Tennessee","Office Supplies","Paper",123.088
"7132",2018-11-26,5,"2018","Dec","Standard Class","Tonja Turnell","Home Office","Richmond","Indiana","Furniture","Tables",257.94
"7133",2018-11-26,5,"2018","Dec","Standard Class","Tonja Turnell","Home Office","Richmond","Indiana","Technology","Phones",1879.96
"7134",2018-11-26,5,"2018","Dec","Standard Class","Tonja Turnell","Home Office","Richmond","Indiana","Furniture","Furnishings",27.46
"7135",2018-11-26,5,"2018","Dec","Standard Class","Tonja Turnell","Home Office","Richmond","Indiana","Technology","Phones",89.98
"7136",2018-11-26,5,"2018","Dec","Standard Class","Tonja Turnell","Home Office","Richmond","Indiana","Furniture","Chairs",828.6
"7137",2016-11-20,7,"2016","Nov","Standard Class","Sung Shariari","Consumer","Miami","Florida","Office Supplies","Binders",7.23
"7138",2016-11-20,7,"2016","Nov","Standard Class","Sung Shariari","Consumer","Miami","Florida","Office Supplies","Storage",17.44
"7139",2016-11-20,7,"2016","Nov","Standard Class","Sung Shariari","Consumer","Miami","Florida","Office Supplies","Binders",62.88
"7140",2016-11-20,7,"2016","Nov","Standard Class","Sung Shariari","Consumer","Miami","Florida","Furniture","Bookcases",290.352
"7141",2018-09-07,0,"2018","Sep","Same Day","Trudy Glocke","Consumer","Saint Charles","Missouri","Technology","Accessories",113.52
"7142",2018-09-07,0,"2018","Sep","Same Day","Trudy Glocke","Consumer","Saint Charles","Missouri","Furniture","Furnishings",135.3
"7143",2015-11-24,5,"2015","Nov","Standard Class","Harold Pawlan","Home Office","Virginia Beach","Virginia","Furniture","Furnishings",111.15
"7144",2018-03-11,5,"2018","Mar","Standard Class","Marc Harrigan","Home Office","Philadelphia","Pennsylvania","Technology","Phones",776.85
"7145",2018-03-11,5,"2018","Mar","Standard Class","Marc Harrigan","Home Office","Philadelphia","Pennsylvania","Office Supplies","Binders",12.294
"7146",2018-03-11,5,"2018","Mar","Standard Class","Marc Harrigan","Home Office","Philadelphia","Pennsylvania","Furniture","Tables",154.764
"7147",2018-03-11,5,"2018","Mar","Standard Class","Marc Harrigan","Home Office","Philadelphia","Pennsylvania","Office Supplies","Storage",43.28
"7148",2017-06-12,5,"2017","Jun","Standard Class","Christy Brittain","Consumer","Long Beach","New York","Office Supplies","Paper",92.94
"7149",2017-06-12,5,"2017","Jun","Standard Class","Christy Brittain","Consumer","Long Beach","New York","Office Supplies","Appliances",52.56
"7150",2016-06-26,4,"2016","Jun","Standard Class","Valerie Dominguez","Consumer","Houston","Texas","Technology","Phones",971.88
"7151",2018-12-22,4,"2018","Dec","Standard Class","Sharelle Roach","Home Office","Tuscaloosa","Alabama","Furniture","Chairs",141.96
"7152",2018-12-22,3,"2018","Dec","Second Class","Alex Grayson","Consumer","Mesa","Arizona","Furniture","Tables",182.55
"7153",2015-10-09,6,"2015","Oct","Standard Class","Bart Pistole","Corporate","Jacksonville","North Carolina","Office Supplies","Paper",88.768
"7154",2016-12-10,5,"2016","Dec","Standard Class","Julia West","Consumer","Chicago","Illinois","Office Supplies","Appliances",53.088
"7155",2016-12-25,2,"2016","Dec","Second Class","Lena Hernandez","Consumer","Columbus","Georgia","Furniture","Furnishings",275.88
"7156",2016-12-25,2,"2016","Dec","Second Class","Lena Hernandez","Consumer","Columbus","Georgia","Office Supplies","Binders",157.9
"7157",2018-04-29,5,"2018","May","Standard Class","Kean Thornton","Consumer","Orange","New Jersey","Office Supplies","Labels",4.91
"7158",2017-03-28,3,"2017","Mar","Second Class","Chris Cortes","Consumer","Los Angeles","California","Office Supplies","Storage",87.92
"7159",2017-03-28,3,"2017","Mar","Second Class","Chris Cortes","Consumer","Los Angeles","California","Office Supplies","Paper",5.98
"7160",2016-05-13,5,"2016","May","Second Class","Ben Ferrer","Home Office","Chicago","Illinois","Technology","Phones",222.384
"7161",2016-05-13,5,"2016","May","Second Class","Ben Ferrer","Home Office","Chicago","Illinois","Office Supplies","Fasteners",16
"7162",2015-07-04,5,"2015","Jul","Standard Class","Maxwell Schwartz","Consumer","Richmond","Virginia","Office Supplies","Paper",21.84
"7163",2015-07-04,5,"2015","Jul","Standard Class","Maxwell Schwartz","Consumer","Richmond","Virginia","Office Supplies","Binders",15.6
"7164",2015-04-22,2,"2015","Apr","Second Class","Aaron Hawkins","Corporate","Troy","New York","Office Supplies","Envelopes",247.84
"7165",2015-04-22,2,"2015","Apr","Second Class","Aaron Hawkins","Corporate","Troy","New York","Office Supplies","Binders",9.912
"7166",2017-09-19,3,"2017","Sep","First Class","Clytie Kelty","Consumer","Providence","Rhode Island","Office Supplies","Storage",69.52
"7167",2015-07-22,2,"2015","Jul","Second Class","Naresj Patel","Consumer","San Francisco","California","Office Supplies","Art",11.52
"7168",2015-07-22,2,"2015","Jul","Second Class","Naresj Patel","Consumer","San Francisco","California","Furniture","Chairs",717.72
"7169",2015-07-22,2,"2015","Jul","Second Class","Naresj Patel","Consumer","San Francisco","California","Office Supplies","Storage",236.5
"7170",2015-07-22,2,"2015","Jul","Second Class","Naresj Patel","Consumer","San Francisco","California","Furniture","Tables",170.352
"7171",2018-10-08,6,"2018","Oct","Standard Class","Gary McGarr","Consumer","New York City","New York","Furniture","Chairs",145.764
"7172",2018-04-25,2,"2018","Apr","Second Class","Speros Goranitis","Consumer","San Francisco","California","Technology","Accessories",107.97
"7173",2018-03-26,4,"2018","Mar","Standard Class","Heather Kirkland","Corporate","Houston","Texas","Technology","Accessories",143.96
"7174",2018-03-26,4,"2018","Mar","Standard Class","Heather Kirkland","Corporate","Houston","Texas","Technology","Copiers",2399.96
"7175",2018-03-26,4,"2018","Mar","Standard Class","Heather Kirkland","Corporate","Houston","Texas","Office Supplies","Paper",74.352
"7176",2018-03-26,4,"2018","Mar","Standard Class","Heather Kirkland","Corporate","Houston","Texas","Office Supplies","Appliances",87.168
"7177",2018-03-26,4,"2018","Mar","Standard Class","Heather Kirkland","Corporate","Houston","Texas","Office Supplies","Storage",32.232
"7178",2018-05-04,6,"2018","May","Standard Class","Muhammed Yedwab","Corporate","Philadelphia","Pennsylvania","Office Supplies","Binders",2.202
"7179",2018-05-04,6,"2018","May","Standard Class","Muhammed Yedwab","Corporate","Philadelphia","Pennsylvania","Office Supplies","Binders",9.396
"7180",2017-11-14,4,"2017","Nov","Standard Class","Ryan Crowe","Consumer","Baltimore","Maryland","Technology","Phones",89.97
"7181",2015-01-06,1,"2015","Jan","First Class","Jack O'Briant","Corporate","Athens","Georgia","Office Supplies","Art",12.78
"7182",2017-12-27,3,"2017","Dec","Second Class","Mitch Webber","Consumer","Lancaster","Ohio","Technology","Accessories",40
"7183",2018-04-30,4,"2018","May","Standard Class","Nick Zandusky","Home Office","Los Angeles","California","Office Supplies","Binders",23.24
"7184",2018-04-21,2,"2018","Apr","First Class","Janet Martin","Consumer","Baltimore","Maryland","Furniture","Chairs",908.82
"7185",2018-08-17,7,"2018","Aug","Standard Class","Emily Ducich","Home Office","Houston","Texas","Office Supplies","Supplies",5.552
"7186",2018-08-17,7,"2018","Aug","Standard Class","Emily Ducich","Home Office","Houston","Texas","Office Supplies","Art",8.016
"7187",2018-08-17,7,"2018","Aug","Standard Class","Emily Ducich","Home Office","Houston","Texas","Furniture","Chairs",74.592
"7188",2018-08-17,7,"2018","Aug","Standard Class","Emily Ducich","Home Office","Houston","Texas","Furniture","Furnishings",16.784
"7189",2018-08-17,7,"2018","Aug","Standard Class","Emily Ducich","Home Office","Houston","Texas","Office Supplies","Appliances",38.864
"7190",2017-11-12,3,"2017","Nov","First Class","Dianna Wilson","Home Office","San Diego","California","Technology","Phones",203.976
"7191",2017-11-12,3,"2017","Nov","First Class","Dianna Wilson","Home Office","San Diego","California","Furniture","Tables",674.352
"7192",2017-10-01,5,"2017","Oct","Second Class","Jamie Kunitz","Consumer","Hialeah","Florida","Office Supplies","Binders",5.388
"7193",2017-10-01,5,"2017","Oct","Second Class","Jamie Kunitz","Consumer","Hialeah","Florida","Office Supplies","Art",30.976
"7194",2017-02-12,2,"2017","Feb","First Class","John Stevenson","Consumer","Atlanta","Georgia","Office Supplies","Storage",1350.12
"7195",2017-02-12,2,"2017","Feb","First Class","John Stevenson","Consumer","Atlanta","Georgia","Office Supplies","Binders",15.92
"7196",2017-11-13,4,"2017","Nov","Standard Class","Philisse Overcash","Home Office","Seattle","Washington","Furniture","Furnishings",19.54
"7197",2015-04-26,4,"2015","Apr","Standard Class","Marc Harrigan","Home Office","Los Angeles","California","Office Supplies","Art",21.4
"7198",2015-04-26,4,"2015","Apr","Standard Class","Marc Harrigan","Home Office","Los Angeles","California","Office Supplies","Labels",12.6
"7199",2016-08-11,4,"2016","Aug","Standard Class","Philisse Overcash","Home Office","New York City","New York","Office Supplies","Art",11.96
"7200",2016-08-11,4,"2016","Aug","Standard Class","Philisse Overcash","Home Office","New York City","New York","Technology","Phones",138
"7201",2017-11-27,6,"2017","Dec","Standard Class","Herbert Flentye","Consumer","Fort Lauderdale","Florida","Technology","Phones",116.76
"7202",2017-11-27,6,"2017","Dec","Standard Class","Herbert Flentye","Consumer","Fort Lauderdale","Florida","Furniture","Tables",331.023
"7203",2017-10-28,0,"2017","Oct","Same Day","Victoria Brennan","Corporate","Rochester","New York","Furniture","Furnishings",756.8
"7204",2015-12-29,4,"2016","Jan","Standard Class","Michael Granlund","Home Office","Saint Charles","Illinois","Furniture","Furnishings",8.736
"7205",2016-09-10,7,"2016","Sep","Standard Class","Bobby Odegard","Consumer","New York City","New York","Office Supplies","Art",6.08
"7206",2018-10-02,4,"2018","Oct","Standard Class","Chad McGuire","Consumer","San Francisco","California","Furniture","Furnishings",17.46
"7207",2018-10-02,4,"2018","Oct","Standard Class","Chad McGuire","Consumer","San Francisco","California","Technology","Machines",369.16
"7208",2017-09-11,2,"2017","Sep","First Class","Linda Cazamias","Corporate","Phoenix","Arizona","Office Supplies","Art",2.912
"7209",2017-09-11,2,"2017","Sep","First Class","Linda Cazamias","Corporate","Phoenix","Arizona","Office Supplies","Paper",20.736
"7210",2017-09-11,2,"2017","Sep","First Class","Linda Cazamias","Corporate","Phoenix","Arizona","Office Supplies","Paper",9.568
"7211",2017-06-02,4,"2017","Jun","Standard Class","Edward Hooks","Corporate","Seattle","Washington","Office Supplies","Paper",30.18
"7212",2017-06-02,4,"2017","Jun","Standard Class","Edward Hooks","Corporate","Seattle","Washington","Office Supplies","Binders",51.648
"7213",2017-06-02,4,"2017","Jun","Standard Class","Edward Hooks","Corporate","Seattle","Washington","Office Supplies","Binders",11.232
"7214",2018-10-15,4,"2018","Oct","Standard Class","Marc Crier","Consumer","Camarillo","California","Office Supplies","Labels",14.73
"7215",2016-09-27,3,"2016","Sep","Second Class","Helen Wasserman","Corporate","Detroit","Michigan","Office Supplies","Art",16.4
"7216",2016-09-27,3,"2016","Sep","Second Class","Helen Wasserman","Corporate","Detroit","Michigan","Office Supplies","Paper",25.92
"7217",2016-05-03,3,"2016","May","First Class","Lena Cacioppo","Consumer","San Francisco","California","Office Supplies","Art",8.82
"7218",2016-05-03,3,"2016","May","First Class","Lena Cacioppo","Consumer","San Francisco","California","Office Supplies","Binders",62.496
"7219",2016-05-03,3,"2016","May","First Class","Lena Cacioppo","Consumer","San Francisco","California","Technology","Accessories",339.96
"7220",2016-05-03,3,"2016","May","First Class","Lena Cacioppo","Consumer","San Francisco","California","Office Supplies","Binders",49.568
"7221",2018-01-09,4,"2018","Jan","Standard Class","Beth Paige","Consumer","Philadelphia","Pennsylvania","Office Supplies","Binders",274.491
"7222",2018-01-27,4,"2018","Jan","Standard Class","Toby Gnade","Consumer","New York City","New York","Technology","Phones",137.94
"7223",2018-09-02,4,"2018","Sep","Standard Class","Mick Crebagga","Consumer","Chicago","Illinois","Technology","Accessories",40.68
"7224",2017-07-14,4,"2017","Jul","Standard Class","Raymond Buch","Consumer","San Francisco","California","Technology","Phones",110.376
"7225",2017-07-14,4,"2017","Jul","Standard Class","Raymond Buch","Consumer","San Francisco","California","Office Supplies","Appliances",151.62
"7226",2017-07-14,4,"2017","Jul","Standard Class","Raymond Buch","Consumer","San Francisco","California","Furniture","Furnishings",30.8
"7227",2018-02-24,4,"2018","Feb","Standard Class","Erin Smith","Corporate","Philadelphia","Pennsylvania","Office Supplies","Paper",123.92
"7228",2018-02-24,4,"2018","Feb","Standard Class","Erin Smith","Corporate","Philadelphia","Pennsylvania","Technology","Accessories",1319.8
"7229",2015-07-20,2,"2015","Jul","First Class","Roger Demir","Consumer","San Francisco","California","Office Supplies","Binders",89.712
"7230",2015-07-20,2,"2015","Jul","First Class","Roger Demir","Consumer","San Francisco","California","Office Supplies","Paper",22.83
"7231",2018-03-13,2,"2018","Mar","First Class","Shahid Collister","Consumer","Fairfield","Connecticut","Office Supplies","Binders",30.88
"7232",2018-03-13,2,"2018","Mar","First Class","Shahid Collister","Consumer","Fairfield","Connecticut","Office Supplies","Appliances",465.16
"7233",2018-03-13,2,"2018","Mar","First Class","Shahid Collister","Consumer","Fairfield","Connecticut","Office Supplies","Paper",27.12
"7234",2017-03-08,4,"2017","Mar","Standard Class","Giulietta Baptist","Consumer","New York City","New York","Furniture","Furnishings",113.6
"7235",2017-03-08,4,"2017","Mar","Standard Class","Giulietta Baptist","Consumer","New York City","New York","Office Supplies","Paper",12.96
"7236",2017-03-08,4,"2017","Mar","Standard Class","Giulietta Baptist","Consumer","New York City","New York","Office Supplies","Binders",69.456
"7237",2015-12-07,3,"2015","Dec","First Class","Frank Preis","Consumer","Los Angeles","California","Office Supplies","Art",8.64
"7238",2017-07-10,0,"2017","Jul","Same Day","Erin Ashbrook","Corporate","Philadelphia","Pennsylvania","Technology","Machines",341.991
"7239",2017-12-24,6,"2017","Dec","Standard Class","Sean Christensen","Consumer","San Jose","California","Furniture","Furnishings",43.96
"7240",2017-12-24,6,"2017","Dec","Standard Class","Sean Christensen","Consumer","San Jose","California","Office Supplies","Envelopes",39.76
"7241",2018-04-23,2,"2018","Apr","Second Class","Jay Fein","Consumer","Pasadena","California","Furniture","Furnishings",66.36
"7242",2018-04-23,2,"2018","Apr","Second Class","Jay Fein","Consumer","Pasadena","California","Office Supplies","Binders",92.88
"7243",2018-04-23,2,"2018","Apr","Second Class","Jay Fein","Consumer","Pasadena","California","Furniture","Furnishings",24.14
"7244",2018-08-17,5,"2018","Aug","Second Class","Tom Prescott","Consumer","Philadelphia","Pennsylvania","Furniture","Chairs",4416.174
